"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","MonthlyAverageWindSpeed","CoolingDegreeDaysSeasonToDate","MonthlyCoolingDegreeDays","MonthlyNumberDaysWithSnowfall","HeatingDegreeDaysSeasonToDate","MonthlyHeatingDegreeDays","MonthlyNumberDaysWithThunderstorms","MonthlyNumberDaysWithHeavyFog","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"USW00014751","2011-01-01T00:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1020.7","-4.0","-1.0","","","","","80.0","","1021.2","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET092METAR KCXY 010456Z AUTO 00000KT 5SM HZ CLR M01/M04 A3014 RMK AO2 SLP212 T10111039 400721050;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T00:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","SOD","","","","","","","","","","","","","","","","","","0730","1651","","3.1","","","","","1.2","0","2.16","15.2","8.3","-2.1","100","5.4","0.0","","","100","4.5","BR HZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T00:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1020.3","-3.9","-1.1","0.0","HZ:7 ||HZ","-1.0","8","82.0","CLR:00","1020.7","1007.6","8.047","-2.1","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11201/01/11 00:56:02 METAR KCXY 010556Z 00000KT 5SM HZ CLR M01/M04 A3013 RMK AO2 SLP207 T10111039 10011 21022 58010","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T01:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1020.3","-4.0","-1.0","","","-1.0","8","80.0","","1020.7","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET100METAR KCXY 010556Z AUTO 00000KT 5SM HZ CLR M01/M04 A3013 RMK AO2 SLP207 T10111039 10011 21022 58010;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T01:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1020.3","-3.9","-1.7","0.0","BR:1 |BR |","","","85.0","CLR:00","1020.7","1007.6","6.437","-2.5","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09401/01/11 01:56:02 METAR KCXY 010656Z 00000KT 4SM BR CLR M02/M04 A3013 RMK AO2 SLP207 T10171039","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T02:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1020.3","-4.0","-2.0","","","","","86.0","","1020.7","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR KCXY 010656Z AUTO 00000KT 4SM BR CLR M02/M04 A3013 RMK AO2 SLP207 T10171039;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T02:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1020.0","-2.8","-1.1","0.0","BR:1 |BR |","","","88.0","CLR:00","1020.5","1007.2","6.437","-1.7","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09401/01/11 02:56:02 METAR KCXY 010756Z 00000KT 4SM BR CLR M01/M03 A3012 RMK AO2 SLP205 T10111028","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T03:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1020.0","-3.0","-1.0","","","","","86.0","","1020.5","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR KCXY 010756Z AUTO 00000KT 4SM BR CLR M01/M03 A3012 RMK AO2 SLP205 T10111028;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T03:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1020.3","-3.9","-2.2","0.0","BR:1 |BR |","-0.1","5","88.0","CLR:00","1020.6","1007.6","6.437","-2.8","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10001/01/11 03:56:02 METAR KCXY 010856Z 00000KT 4SM BR CLR M02/M04 A3013 RMK AO2 SLP206 T10221039 55001","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T04:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1020.3","-4.0","-2.0","","","-0.1","5","86.0","","1020.6","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET088METAR KCXY 010856Z AUTO 00000KT 4SM BR CLR M02/M04 A3013 RMK AO2 SLP206 T10221039 55001;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T04:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1019.3","-3.9","-1.7","0.0","BR:1 |BR |","","","85.0","CLR:00","1019.7","1006.6","6.437","-2.5","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09401/01/11 04:56:02 METAR KCXY 010956Z 00000KT 4SM BR CLR M02/M04 A3010 RMK AO2 SLP197 T10171039","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T05:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1019.3","-4.0","-2.0","","","","","86.0","","1019.7","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR KCXY 010956Z AUTO 00000KT 4SM BR CLR M02/M04 A3010 RMK AO2 SLP197 T10171039;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T05:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1019.0","-3.3","-0.6","0.0","HZ:7 ||HZ","","","82.0","CLR:00","1019.4","1006.2","6.437","-1.6","90.0","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09401/01/11 05:56:02 METAR KCXY 011056Z 09003KT 4SM HZ CLR M01/M03 A3009 RMK AO2 SLP194 T10061033","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T06:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1019.0","-3.0","-1.0","","","","","86.0","","1019.4","","","","90.0","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR KCXY 011056Z AUTO 09003KT 4SM HZ CLR M01/M03 A3009 RMK AO2 SLP194 T10061033;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T06:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1018.6","-3.3","-0.6","0.0","HZ:7 ||HZ","-1.4","6","82.0","CLR:00","1019.2","1005.9","6.437","-1.6","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11701/01/11 06:56:02 METAR KCXY 011156Z 00000KT 4SM HZ CLR M01/M03 A3008 RMK AO2 SLP192 T10061033 11006 21022 56014 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T07:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1018.6","-3.0","-1.0","","||HZ","-1.4","6","86.0","","1019.2","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET095METAR KCXY 011156Z 00000KT 4SM HZ CLR M01/M03 A3008 RMK AO2 SLP192 T10061033 11006 21022 56014;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T07:54:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-16","343","1019.6","-3.0","-1.0","","BR:1 |BR |","","","86.0","CLR:00","","1006.9","4.023","-1.7","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09101/01/11 07:54:02 SPECI KCXY 011254Z 00000KT 2 1/2SM BR CLR M01/M03 A3011 RMK AO2 FIBI (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T07:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1019.6","-3.3","-1.1","0.0","BR:1 |BR |","","","85.0","CLR:00","1020.3","1006.9","4.828","-1.9","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09901/01/11 07:56:02 METAR KCXY 011256Z 00000KT 3SM BR CLR M01/M03 A3011 RMK AO2 SLP203 T10111033 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T08:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1019.6","-3.0","-1.0","","||BR","","","86.0","","1020.3","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET077METAR KCXY 011256Z 00000KT 3SM BR CLR M01/M03 A3011 RMK AO2 SLP203 T10111033;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T08:03:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-16","343","1019.6","-3.0","-1.0","","BR:1 |BR |BR","","","86.0","CLR:00","","1006.9","4.023","-1.7","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET08601/01/11 08:03:02 SPECI KCXY 011303Z 00000KT 2 1/2SM BR CLR M01/M03 A3011 RMK AO2 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T08:14:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-16","343","1019.6","-3.0","-1.0","","BR:1 |BR |BR","","","86.0","CLR:00","","1006.9","4.828","-1.7","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET08201/01/11 08:14:02 SPECI KCXY 011314Z 00000KT 3SM BR CLR M01/M03 A3011 RMK AO2 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T08:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1019.3","-2.2","0.6","0.0","HZ:7 ||HZ","","","82.0","CLR:00","1019.8","1006.6","4.828","-0.5","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09801/01/11 08:56:02 METAR KCXY 011356Z 00000KT 3SM HZ CLR 01/M02 A3010 RMK AO2 SLP198 T00061022 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T09:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1019.3","-2.0","1.0","","||HZ","","","81.0","","1019.8","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET076METAR KCXY 011356Z 00000KT 3SM HZ CLR 01/M02 A3010 RMK AO2 SLP198 T00061022;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T09:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1019.6","-1.7","3.3","0.0","HZ:7 ||HZ","0.7","1","70.0","CLR:00","1019.9","1006.9","6.437","1.4","100.0","","3.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10401/01/11 09:56:02 METAR KCXY 011456Z 10006KT 4SM HZ CLR 03/M02 A3011 RMK AO2 SLP199 T00331017 51007 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T10:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1019.6","-2.0","3.0","","||HZ","0.7","1","70.0","","1019.9","","","","100.0","","3.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR KCXY 011456Z 10006KT 4SM HZ CLR 03/M02 A3011 RMK AO2 SLP199 T00331017 51007;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T10:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1019.3","-1.1","5.0","0.0","HZ:7 ||HZ","","","65.0","CLR:00","1019.5","1006.6","8.047","2.5","100.0","","4.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09801/01/11 10:56:02 METAR KCXY 011556Z 10008KT 5SM HZ CLR 05/M01 A3010 RMK AO2 SLP195 T00501011 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T11:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1019.3","-1.0","5.0","","||HZ","","","66.0","","1019.5","","","","100.0","","4.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET076METAR KCXY 011556Z 10008KT 5SM HZ CLR 05/M01 A3010 RMK AO2 SLP195 T00501011;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T11:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1017.9","0.0","6.7","0.0","HZ:7 ||HZ","","","63.0","CLR:00","1018.2","1005.2","6.437","3.9","90.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09701/01/11 11:56:02 METAR KCXY 011656Z 09004KT 4SM HZ CLR 07/00 A3006 RMK AO2 SLP182 T00670000 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T12:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1018.0","0.0","7.0","","||HZ","","","61.0","","1018.2","","","","90.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET075METAR KCXY 011656Z 09004KT 4SM HZ CLR 07/00 A3006 RMK AO2 SLP182 T00670000;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T12:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1016.9","0.6","7.2","0.0","HZ:7 ||HZ","-2.4","8","63.0","CLR:00","1017.5","1004.2","6.437","4.4","110.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11501/01/11 12:56:02 METAR KCXY 011756Z 11004KT 4SM HZ CLR 07/01 A3003 RMK AO2 SLP175 T00720006 10072 21022 58024 (WB)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T13:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1016.9","1.0","7.0","","||HZ","-2.4","8","66.0","","1017.5","","","","110.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET093METAR KCXY 011756Z 11004KT 4SM HZ CLR 07/01 A3003 RMK AO2 SLP175 T00720006 10072 21022 58024;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T13:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1016.9","1.7","8.3","0.0","HZ:7 ||HZ","","","63.0","CLR:00","1017.3","1004.2","6.437","5.4","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09701/01/11 13:56:02 METAR KCXY 011856Z 00000KT 4SM HZ CLR 08/02 A3003 RMK AO2 SLP173 T00830017 (BR)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T14:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1016.9","2.0","8.0","","||HZ","","","66.0","","1017.3","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET075METAR KCXY 011856Z 00000KT 4SM HZ CLR 08/02 A3003 RMK AO2 SLP173 T00830017;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T14:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1016.3","1.7","8.3","0.0","HZ:7 ||HZ","","","63.0","CLR:00","1016.6","1003.5","8.047","5.4","100.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09701/01/11 14:56:02 METAR KCXY 011956Z 10004KT 5SM HZ CLR 08/02 A3001 RMK AO2 SLP166 T00830017 (BR)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T15:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1016.3","2.0","8.0","","||HZ","","","66.0","","1016.6","","","","100.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET075METAR KCXY 011956Z 10004KT 5SM HZ CLR 08/02 A3001 RMK AO2 SLP166 T00830017;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T15:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1015.6","1.7","7.8","0.0","HZ:7 ||HZ","-1.4","8","66.0","FEW:02 16.76","1016.1","1002.9","8.047","5.1","120.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10601/01/11 15:56:02 METAR KCXY 012056Z 12004KT 5SM HZ FEW055 08/02 A2999 RMK AO2 SLP161 T00780017 58014 (BR)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T16:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1015.6","2.0","8.0","","||HZ","-1.4","8","66.0","","1016.1","","","","120.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET084METAR KCXY 012056Z 12004KT 5SM HZ FEW055 08/02 A2999 RMK AO2 SLP161 T00780017 58014;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T16:44:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-16","343","1015.9","2.0","8.0","","HZ:7 ||HZ","","","66.0","BKN:07 6.1 OVC:08 33.53","","1003.2","8.047","5.3","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09001/01/11 16:44:02 SPECI KCXY 012144Z 00000KT 5SM HZ BKN020 OVC110 08/02 A3000 RMK AO2 (BR)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T16:56:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","343","1015.2","1.7","7.8","0.0","HZ:7 ||HZ","","","66.0","BKN:07 6.1 OVC:08 33.53","1015.8","1002.5","9.656","5.1","80.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10701/01/11 16:56:02 METAR KCXY 012156Z 08004KT 6SM HZ BKN020 OVC110 08/02 A2998 RMK AO2 SLP158 T00780017 (BR)","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T17:00:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-15","223","1015.2","2.0","8.0","","||HZ","","","66.0","BKN:07 OVC:08","1015.8","","","","80.0","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET085METAR KCXY 012156Z 08004KT 6SM HZ BKN020 OVC110 08/02 A2998 RMK AO2 SLP158 T00780017;","","","","","","","","","","07/12/2007"
"USW00014751","2011-01-01T17:12:00","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","FM-16","343","1015.6","2.0","8.0","","HZ:7 ||HZ","","","66.0","SCT:04 5.49 OVC:08 30.48","","1002.9","9.656","5.3","150.0","","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09001/01/11 17:12:02 SPECI KCXY 012212Z 15005KT 6SM HZ SCT018 OVC100 08/02 A2999 RMK AO2 (BR)","","","","","","","","","","07/12/2007"
