input_u16,output_q16_hex,output_q16,div0,sat,norm_shift,lut_idx,a_q1_15,x0_q0_16,x1_q0_16
395,0x00A6,166,0,0,7,139,0xC580,0xA5B4,0xA5EA
396,0x00A5,165,0,0,7,140,0xC600,0xA549,0xA57F
397,0x00A5,165,0,0,7,141,0xC680,0xA4DF,0xA515
398,0x00A5,165,0,0,7,142,0xC700,0xA475,0xA4AB
399,0x00A4,164,0,0,7,143,0xC780,0xA40C,0xA441
400,0x00A4,164,0,0,7,144,0xC800,0xA3A3,0xA3D7
401,0x00A3,163,0,0,7,145,0xC880,0xA33A,0xA370
402,0x00A3,163,0,0,7,146,0xC900,0xA2D3,0xA307
403,0x00A3,163,0,0,7,147,0xC980,0xA26B,0xA29F
404,0x00A2,162,0,0,7,148,0xCA00,0xA204,0xA238
405,0x00A2,162,0,0,7,149,0xCA80,0xA19E,0xA1D2
406,0x00A1,161,0,0,7,150,0xCB00,0xA138,0xA16C
407,0x00A1,161,0,0,7,151,0xCB80,0xA0D3,0xA107
408,0x00A1,161,0,0,7,152,0xCC00,0xA06E,0xA0A1
409,0x00A0,160,0,0,7,153,0xCC80,0xA00A,0xA03D
410,0x00A0,160,0,0,7,154,0xCD00,0x9FA6,0x9FD9
411,0x009F,159,0,0,7,155,0xCD80,0x9F43,0x9F75
412,0x009F,159,0,0,7,156,0xCE00,0x9EE0,0x9F12
413,0x009F,159,0,0,7,157,0xCE80,0x9E7E,0x9EB0
414,0x009E,158,0,0,7,158,0xCF00,0x9E1C,0x9E4D
415,0x009E,158,0,0,7,159,0xCF80,0x9DBA,0x9DEB
416,0x009E,158,0,0,7,160,0xD000,0x9D59,0x9D8A
417,0x009D,157,0,0,7,161,0xD080,0x9CF9,0x9D2A
418,0x009D,157,0,0,7,162,0xD100,0x9C99,0x9CCA
419,0x009C,156,0,0,7,163,0xD180,0x9C39,0x9C6A
420,0x009C,156,0,0,7,164,0xD200,0x9BDA,0x9C0B
421,0x009C,156,0,0,7,165,0xD280,0x9B7C,0x9BAB
422,0x009B,155,0,0,7,166,0xD300,0x9B1D,0x9B4D
423,0x009B,155,0,0,7,167,0xD380,0x9AC0,0x9AEF
424,0x009B,155,0,0,7,168,0xD400,0x9A62,0x9A91
425,0x009A,154,0,0,7,169,0xD480,0x9A05,0x9A34
426,0x009A,154,0,0,7,170,0xD500,0x99A9,0x99D8
427,0x0099,153,0,0,7,171,0xD580,0x994D,0x997C
428,0x0099,153,0,0,7,172,0xD600,0x98F1,0x9920
429,0x0099,153,0,0,7,173,0xD680,0x9896,0x98C4
430,0x0098,152,0,0,7,174,0xD700,0x983B,0x9869
431,0x0098,152,0,0,7,175,0xD780,0x97E1,0x980F
432,0x0098,152,0,0,7,176,0xD800,0x9787,0x97B5
433,0x0097,151,0,0,7,177,0xD880,0x972E,0x975B
434,0x0097,151,0,0,7,178,0xD900,0x96D5,0x9702
435,0x0097,151,0,0,7,179,0xD980,0x967C,0x96A9
436,0x0096,150,0,0,7,180,0xDA00,0x9624,0x9651
437,0x0096,150,0,0,7,181,0xDA80,0x95CC,0x95F8
438,0x0096,150,0,0,7,182,0xDB00,0x9574,0x95A0
439,0x0095,149,0,0,7,183,0xDB80,0x951D,0x9549
440,0x0095,149,0,0,7,184,0xDC00,0x94C7,0x94F2
441,0x0095,149,0,0,7,185,0xDC80,0x9470,0x949C
442,0x0094,148,0,0,7,186,0xDD00,0x941B,0x9446
443,0x0094,148,0,0,7,187,0xDD80,0x93C5,0x93F1
444,0x0094,148,0,0,7,188,0xDE00,0x9370,0x939B
445,0x0093,147,0,0,7,189,0xDE80,0x931B,0x9347
446,0x0093,147,0,0,7,190,0xDF00,0x92C7,0x92F1
447,0x0093,147,0,0,7,191,0xDF80,0x9273,0x929D
448,0x0092,146,0,0,7,192,0xE000,0x921F,0x9249
449,0x0092,146,0,0,7,193,0xE080,0x91CC,0x91F6
450,0x0092,146,0,0,7,194,0xE100,0x9179,0x91A3
451,0x0091,145,0,0,7,195,0xE180,0x9127,0x9151
452,0x0091,145,0,0,7,196,0xE200,0x90D5,0x90FE
453,0x0091,145,0,0,7,197,0xE280,0x9083,0x90AD
454,0x0090,144,0,0,7,198,0xE300,0x9032,0x905B
455,0x0090,144,0,0,7,199,0xE380,0x8FE1,0x9009
456,0x0090,144,0,0,7,200,0xE400,0x8F90,0x8FB8
457,0x008F,143,0,0,7,201,0xE480,0x8F40,0x8F68
458,0x008F,143,0,0,7,202,0xE500,0x8EF0,0x8F18
459,0x008F,143,0,0,7,203,0xE580,0x8EA0,0x8EC8
460,0x008E,142,0,0,7,204,0xE600,0x8E51,0x8E79
461,0x008E,142,0,0,7,205,0xE680,0x8E02,0x8E2A
462,0x008E,142,0,0,7,206,0xE700,0x8DB3,0x8DDB
463,0x008E,142,0,0,7,207,0xE780,0x8D65,0x8D8D
464,0x008D,141,0,0,7,208,0xE800,0x8D17,0x8D3F
465,0x008D,141,0,0,7,209,0xE880,0x8CC9,0x8CF1
466,0x008D,141,0,0,7,210,0xE900,0x8C7C,0x8CA4
467,0x008C,140,0,0,7,211,0xE980,0x8C2F,0x8C56
468,0x008C,140,0,0,7,212,0xEA00,0x8BE2,0x8C09
469,0x008C,140,0,0,7,213,0xEA80,0x8B96,0x8BBD
470,0x008B,139,0,0,7,214,0xEB00,0x8B4A,0x8B71
471,0x008B,139,0,0,7,215,0xEB80,0x8AFF,0x8B25
472,0x008B,139,0,0,7,216,0xEC00,0x8AB3,0x8AD9
473,0x008B,139,0,0,7,217,0xEC80,0x8A68,0x8A8E
474,0x008A,138,0,0,7,218,0xED00,0x8A1E,0x8A44
475,0x008A,138,0,0,7,219,0xED80,0x89D3,0x89F9
476,0x008A,138,0,0,7,220,0xEE00,0x8989,0x89AF
477,0x0089,137,0,0,7,221,0xEE80,0x8940,0x8964
478,0x0089,137,0,0,7,222,0xEF00,0x88F6,0x891B
479,0x0089,137,0,0,7,223,0xEF80,0x88AD,0x88D2
480,0x0089,137,0,0,7,224,0xF000,0x8864,0x8889
481,0x0088,136,0,0,7,225,0xF080,0x881C,0x8840
482,0x0088,136,0,0,7,226,0xF100,0x87D3,0x87F8
483,0x0088,136,0,0,7,227,0xF180,0x878C,0x87B0
484,0x0087,135,0,0,7,228,0xF200,0x8744,0x8768
485,0x0087,135,0,0,7,229,0xF280,0x86FD,0x8721
486,0x0087,135,0,0,7,230,0xF300,0x86B6,0x86DA
487,0x0087,135,0,0,7,231,0xF380,0x866F,0x8693
488,0x0086,134,0,0,7,232,0xF400,0x8628,0x864C
489,0x0086,134,0,0,7,233,0xF480,0x85E2,0x8606
490,0x0086,134,0,0,7,234,0xF500,0x859C,0x85BF
491,0x0085,133,0,0,7,235,0xF580,0x8557,0x857A
492,0x0085,133,0,0,7,236,0xF600,0x8511,0x8534
493,0x0085,133,0,0,7,237,0xF680,0x84CC,0x84EF
494,0x0085,133,0,0,7,238,0xF700,0x8488,0x84AA
495,0x0084,132,0,0,7,239,0xF780,0x8443,0x8466
496,0x0084,132,0,0,7,240,0xF800,0x83FF,0x8421
497,0x0084,132,0,0,7,241,0xF880,0x83BB,0x83DD
498,0x0084,132,0,0,7,242,0xF900,0x8377,0x839A
499,0x0083,131,0,0,7,243,0xF980,0x8334,0x8356
500,0x0083,131,0,0,7,244,0xFA00,0x82F1,0x8313
501,0x0083,131,0,0,7,245,0xFA80,0x82AE,0x82D0
502,0x0083,131,0,0,7,246,0xFB00,0x826B,0x828E
503,0x0082,130,0,0,7,247,0xFB80,0x8229,0x824B
504,0x0082,130,0,0,7,248,0xFC00,0x81E7,0x8208
505,0x0082,130,0,0,7,249,0xFC80,0x81A5,0x81C6
506,0x0082,130,0,0,7,250,0xFD00,0x8164,0x8185
507,0x0081,129,0,0,7,251,0xFD80,0x8123,0x8143
508,0x0081,129,0,0,7,252,0xFE00,0x80E2,0x8102
509,0x0081,129,0,0,7,253,0xFE80,0x80A1,0x80C1
510,0x0081,129,0,0,7,254,0xFF00,0x8060,0x8081
511,0x0080,128,0,0,7,255,0xFF80,0x8020,0x8041
512,0x0080,128,0,0,6,0,0x8000,0xFF80,0xFFFF
513,0x0080,128,0,0,6,0,0x8040,0xFF80,0xFF82
514,0x0080,128,0,0,6,1,0x8080,0xFE82,0xFF01
515,0x007F,127,0,0,6,1,0x80C0,0xFE82,0xFE84
516,0x007F,127,0,0,6,2,0x8100,0xFD86,0xFE05
517,0x007F,127,0,0,6,2,0x8140,0xFD86,0xFD88
518,0x007F,127,0,0,6,3,0x8180,0xFC8C,0xFD0A
519,0x007E,126,0,0,6,3,0x81C0,0xFC8C,0xFC8E
520,0x007E,126,0,0,6,4,0x8200,0xFB94,0xFC10
521,0x007E,126,0,0,6,4,0x8240,0xFB94,0xFB94
522,0x007E,126,0,0,6,5,0x8280,0xFA9E,0xFB19
523,0x007D,125,0,0,6,5,0x82C0,0xFA9E,0xFA9E
524,0x007D,125,0,0,6,6,0x8300,0xF9A9,0xFA24
525,0x007D,125,0,0,6,6,0x8340,0xF9A9,0xF9AB
526,0x007D,125,0,0,6,7,0x8380,0xF8B7,0xF92F
527,0x007C,124,0,0,6,7,0x83C0,0xF8B7,0xF8B7
528,0x007C,124,0,0,6,8,0x8400,0xF7C6,0xF83E
529,0x007C,124,0,0,6,8,0x8440,0xF7C6,0xF7C6
530,0x007C,124,0,0,6,9,0x8480,0xF6D7,0xF74F
531,0x007B,123,0,0,6,9,0x84C0,0xF6D7,0xF6D9
532,0x007B,123,0,0,6,10,0x8500,0xF5EA,0xF661
533,0x007B,123,0,0,6,10,0x8540,0xF5EA,0xF5EA
534,0x007B,123,0,0,6,11,0x8580,0xF4FF,0xF576
535,0x007A,122,0,0,6,11,0x85C0,0xF4FF,0xF4FF
536,0x007A,122,0,0,6,12,0x8600,0xF415,0xF48B
537,0x007A,122,0,0,6,12,0x8640,0xF415,0xF415
538,0x007A,122,0,0,6,13,0x8680,0xF32D,0xF3A1
539,0x007A,122,0,0,6,13,0x86C0,0xF32D,0xF32F
540,0x0079,121,0,0,6,14,0x8700,0xF247,0xF2BA
541,0x0079,121,0,0,6,14,0x8740,0xF247,0xF247
542,0x0079,121,0,0,6,15,0x8780,0xF163,0xF1D6
543,0x0079,121,0,0,6,15,0x87C0,0xF163,0xF163
544,0x0078,120,0,0,6,16,0x8800,0xF080,0xF0F1
545,0x0078,120,0,0,6,16,0x8840,0xF080,0xF080
546,0x0078,120,0,0,6,17,0x8880,0xEF9F,0xF00F
547,0x0078,120,0,0,6,17,0x88C0,0xEF9F,0xEF9F
548,0x0078,120,0,0,6,18,0x8900,0xEEBF,0xEF2F
549,0x0077,119,0,0,6,18,0x8940,0xEEBF,0xEEC1
550,0x0077,119,0,0,6,19,0x8980,0xEDE1,0xEE51
551,0x0077,119,0,0,6,19,0x89C0,0xEDE1,0xEDE3
552,0x0077,119,0,0,6,20,0x8A00,0xED05,0xED74
553,0x0077,119,0,0,6,20,0x8A40,0xED05,0xED07
554,0x0076,118,0,0,6,21,0x8A80,0xEC2A,0xEC99
555,0x0076,118,0,0,6,21,0x8AC0,0xEC2A,0xEC2C
556,0x0076,118,0,0,6,22,0x8B00,0xEB51,0xEBBF
557,0x0076,118,0,0,6,22,0x8B40,0xEB51,0xEB53
558,0x0075,117,0,0,6,23,0x8B80,0xEA7A,0xEAE6
559,0x0075,117,0,0,6,23,0x8BC0,0xEA7A,0xEA7A
560,0x0075,117,0,0,6,24,0x8C00,0xE9A4,0xEA10
561,0x0075,117,0,0,6,24,0x8C40,0xE9A4,0xE9A4
562,0x0075,117,0,0,6,25,0x8C80,0xE8CF,0xE93A
563,0x0074,116,0,0,6,25,0x8CC0,0xE8CF,0xE8D1
564,0x0074,116,0,0,6,26,0x8D00,0xE7FC,0xE867
565,0x0074,116,0,0,6,26,0x8D40,0xE7FC,0xE7FE
566,0x0074,116,0,0,6,27,0x8D80,0xE72B,0xE794
567,0x0074,116,0,0,6,27,0x8DC0,0xE72B,0xE72B
568,0x0073,115,0,0,6,28,0x8E00,0xE65B,0xE6C3
569,0x0073,115,0,0,6,28,0x8E40,0xE65B,0xE65B
570,0x0073,115,0,0,6,29,0x8E80,0xE58C,0xE5F4
571,0x0073,115,0,0,6,29,0x8EC0,0xE58C,0xE58E
572,0x0073,115,0,0,6,30,0x8F00,0xE4BF,0xE527
573,0x0072,114,0,0,6,30,0x8F40,0xE4BF,0xE4C1
574,0x0072,114,0,0,6,31,0x8F80,0xE3F4,0xE45A
575,0x0072,114,0,0,6,31,0x8FC0,0xE3F4,0xE3F4
576,0x0072,114,0,0,6,32,0x9000,0xE329,0xE38E
577,0x0072,114,0,0,6,32,0x9040,0xE329,0xE32B
578,0x0071,113,0,0,6,33,0x9080,0xE260,0xE2C5
579,0x0071,113,0,0,6,33,0x90C0,0xE260,0xE262
580,0x0071,113,0,0,6,34,0x9100,0xE199,0xE1FD
581,0x0071,113,0,0,6,34,0x9140,0xE199,0xE199
582,0x0071,113,0,0,6,35,0x9180,0xE0D3,0xE137
583,0x0070,112,0,0,6,35,0x91C0,0xE0D3,0xE0D3
584,0x0070,112,0,0,6,36,0x9200,0xE00E,0xE072
585,0x0070,112,0,0,6,36,0x9240,0xE00E,0xE010
586,0x0070,112,0,0,6,37,0x9280,0xDF4B,0xDFAD
587,0x0070,112,0,0,6,37,0x92C0,0xDF4B,0xDF4B
588,0x006F,111,0,0,6,38,0x9300,0xDE88,0xDEE9
589,0x006F,111,0,0,6,38,0x9340,0xDE88,0xDE8A
590,0x006F,111,0,0,6,39,0x9380,0xDDC8,0xDE29
591,0x006F,111,0,0,6,39,0x93C0,0xDDC8,0xDDC8
592,0x006F,111,0,0,6,40,0x9400,0xDD08,0xDD69
593,0x006F,111,0,0,6,40,0x9440,0xDD08,0xDD0A
594,0x006E,110,0,0,6,41,0x9480,0xDC4A,0xDCAA
595,0x006E,110,0,0,6,41,0x94C0,0xDC4A,0xDC4C
596,0x006E,110,0,0,6,42,0x9500,0xDB8D,0xDBEB
597,0x006E,110,0,0,6,42,0x9540,0xDB8D,0xDB8F
598,0x006E,110,0,0,6,43,0x9580,0xDAD1,0xDB2F
599,0x006D,109,0,0,6,43,0x95C0,0xDAD1,0xDAD3
600,0x006D,109,0,0,6,44,0x9600,0xDA17,0xDA75
601,0x006D,109,0,0,6,44,0x9640,0xDA17,0xDA19
602,0x006D,109,0,0,6,45,0x9680,0xD95E,0xD9BB
603,0x006D,109,0,0,6,45,0x96C0,0xD95E,0xD95E
604,0x006D,109,0,0,6,46,0x9700,0xD8A6,0xD903
605,0x006C,108,0,0,6,46,0x9740,0xD8A6,0xD8A6
606,0x006C,108,0,0,6,47,0x9780,0xD7EF,0xD84C
607,0x006C,108,0,0,6,47,0x97C0,0xD7EF,0xD7F1
608,0x006C,108,0,0,6,48,0x9800,0xD73A,0xD795
609,0x006C,108,0,0,6,48,0x9840,0xD73A,0xD73A
610,0x006B,107,0,0,6,49,0x9880,0xD685,0xD6E0
611,0x006B,107,0,0,6,49,0x98C0,0xD685,0xD687
612,0x006B,107,0,0,6,50,0x9900,0xD5D2,0xD62C
613,0x006B,107,0,0,6,50,0x9940,0xD5D2,0xD5D4
614,0x006B,107,0,0,6,51,0x9980,0xD520,0xD57A
615,0x006B,107,0,0,6,51,0x99C0,0xD520,0xD522
616,0x006A,106,0,0,6,52,0x9A00,0xD46F,0xD4C9
617,0x006A,106,0,0,6,52,0x9A40,0xD46F,0xD471
618,0x006A,106,0,0,6,53,0x9A80,0xD3BF,0xD418
619,0x006A,106,0,0,6,53,0x9AC0,0xD3BF,0xD3C1
620,0x006A,106,0,0,6,54,0x9B00,0xD311,0xD368
621,0x006A,106,0,0,6,54,0x9B40,0xD311,0xD311
622,0x0069,105,0,0,6,55,0x9B80,0xD263,0xD2BA
623,0x0069,105,0,0,6,55,0x9BC0,0xD263,0xD265
624,0x0069,105,0,0,6,56,0x9C00,0xD1B7,0xD20E
625,0x0069,105,0,0,6,56,0x9C40,0xD1B7,0xD1B9
626,0x0069,105,0,0,6,57,0x9C80,0xD10C,0xD163
627,0x0069,105,0,0,6,57,0x9CC0,0xD10C,0xD10C
628,0x0068,104,0,0,6,58,0x9D00,0xD062,0xD0B7
629,0x0068,104,0,0,6,58,0x9D40,0xD062,0xD062
630,0x0068,104,0,0,6,59,0x9D80,0xCFB9,0xD00D
631,0x0068,104,0,0,6,59,0x9DC0,0xCFB9,0xCFB9
632,0x0068,104,0,0,6,60,0x9E00,0xCF11,0xCF65
633,0x0068,104,0,0,6,60,0x9E40,0xCF11,0xCF11
634,0x0067,103,0,0,6,61,0x9E80,0xCE6A,0xCEBE
635,0x0067,103,0,0,6,61,0x9EC0,0xCE6A,0xCE6A
636,0x0067,103,0,0,6,62,0x9F00,0xCDC4,0xCE18
637,0x0067,103,0,0,6,62,0x9F40,0xCDC4,0xCDC4
638,0x0067,103,0,0,6,63,0x9F80,0xCD1F,0xCD72
639,0x0067,103,0,0,6,63,0x9FC0,0xCD1F,0xCD1F
640,0x0066,102,0,0,6,64,0xA000,0xCC7B,0xCCCE
641,0x0066,102,0,0,6,64,0xA040,0xCC7B,0xCC7D
642,0x0066,102,0,0,6,65,0xA080,0xCBD8,0xCC2B
643,0x0066,102,0,0,6,65,0xA0C0,0xCBD8,0xCBDA
644,0x0066,102,0,0,6,66,0xA100,0xCB36,0xCB89
645,0x0066,102,0,0,6,66,0xA140,0xCB36,0xCB38
646,0x0065,101,0,0,6,67,0xA180,0xCA96,0xCAE7
647,0x0065,101,0,0,6,67,0xA1C0,0xCA96,0xCA96
648,0x0065,101,0,0,6,68,0xA200,0xC9F6,0xCA46
649,0x0065,101,0,0,6,68,0xA240,0xC9F6,0xC9F6
650,0x0065,101,0,0,6,69,0xA280,0xC957,0xC9A7
651,0x0065,101,0,0,6,69,0xA2C0,0xC957,0xC957
652,0x0065,101,0,0,6,70,0xA300,0xC8B9,0xC909
653,0x0064,100,0,0,6,70,0xA340,0xC8B9,0xC8BB
654,0x0064,100,0,0,6,71,0xA380,0xC81C,0xC86C
655,0x0064,100,0,0,6,71,0xA3C0,0xC81C,0xC81E
656,0x0064,100,0,0,6,72,0xA400,0xC780,0xC7CE
657,0x0064,100,0,0,6,72,0xA440,0xC780,0xC782
658,0x0064,100,0,0,6,73,0xA480,0xC6E5,0xC733
659,0x0063,99,0,0,6,73,0xA4C0,0xC6E5,0xC6E7
660,0x0063,99,0,0,6,74,0xA500,0xC64B,0xC698
661,0x0063,99,0,0,6,74,0xA540,0xC64B,0xC64D
662,0x0063,99,0,0,6,75,0xA580,0xC5B2,0xC5FF
663,0x0063,99,0,0,6,75,0xA5C0,0xC5B2,0xC5B4
664,0x0063,99,0,0,6,76,0xA600,0xC51A,0xC567
665,0x0063,99,0,0,6,76,0xA640,0xC51A,0xC51A
666,0x0062,98,0,0,6,77,0xA680,0xC482,0xC4CF
667,0x0062,98,0,0,6,77,0xA6C0,0xC482,0xC484
668,0x0062,98,0,0,6,78,0xA700,0xC3EC,0xC439
669,0x0062,98,0,0,6,78,0xA740,0xC3EC,0xC3EE
670,0x0062,98,0,0,6,79,0xA780,0xC357,0xC3A2
671,0x0062,98,0,0,6,79,0xA7C0,0xC357,0xC357
672,0x0062,98,0,0,6,80,0xA800,0xC2C2,0xC30D
673,0x0061,97,0,0,6,80,0xA840,0xC2C2,0xC2C2
674,0x0061,97,0,0,6,81,0xA880,0xC22E,0xC278
675,0x0061,97,0,0,6,81,0xA8C0,0xC22E,0xC230
676,0x0061,97,0,0,6,82,0xA900,0xC19B,0xC1E5
677,0x0061,97,0,0,6,82,0xA940,0xC19B,0xC19D
678,0x0061,97,0,0,6,83,0xA980,0xC109,0xC153
679,0x0061,97,0,0,6,83,0xA9C0,0xC109,0xC10B
680,0x0060,96,0,0,6,84,0xAA00,0xC078,0xC0C2
681,0x0060,96,0,0,6,84,0xAA40,0xC078,0xC07A
682,0x0060,96,0,0,6,85,0xAA80,0xBFE8,0xC030
683,0x0060,96,0,0,6,85,0xAAC0,0xBFE8,0xBFE9
684,0x0060,96,0,0,6,86,0xAB00,0xBF59,0xBFA1
685,0x0060,96,0,0,6,86,0xAB40,0xBF59,0xBF59
686,0x0060,96,0,0,6,87,0xAB80,0xBECA,0xBF12
687,0x005F,95,0,0,6,87,0xABC0,0xBECA,0xBECA
688,0x005F,95,0,0,6,88,0xAC00,0xBE3C,0xBE83
689,0x005F,95,0,0,6,88,0xAC40,0xBE3C,0xBE3D
690,0x005F,95,0,0,6,89,0xAC80,0xBDAF,0xBDF6
691,0x005F,95,0,0,6,89,0xACC0,0xBDAF,0xBDB0
692,0x005F,95,0,0,6,90,0xAD00,0xBD23,0xBD6A
693,0x005F,95,0,0,6,90,0xAD40,0xBD23,0xBD24
694,0x005E,94,0,0,6,91,0xAD80,0xBC98,0xBCDD
695,0x005E,94,0,0,6,91,0xADC0,0xBC98,0xBC98
696,0x005E,94,0,0,6,92,0xAE00,0xBC0D,0xBC54
697,0x005E,94,0,0,6,92,0xAE40,0xBC0D,0xBC0E
698,0x005E,94,0,0,6,93,0xAE80,0xBB83,0xBBC9
699,0x005E,94,0,0,6,93,0xAEC0,0xBB83,0xBB84
700,0x005E,94,0,0,6,94,0xAF00,0xBAFB,0xBB40
701,0x005D,93,0,0,6,94,0xAF40,0xBAFB,0xBAFB
702,0x005D,93,0,0,6,95,0xAF80,0xBA72,0xBAB6
703,0x005D,93,0,0,6,95,0xAFC0,0xBA72,0xBA73
704,0x005D,93,0,0,6,96,0xB000,0xB9EB,0xBA2F
705,0x005D,93,0,0,6,96,0xB040,0xB9EB,0xB9EB
706,0x005D,93,0,0,6,97,0xB080,0xB964,0xB9A8
707,0x005D,93,0,0,6,97,0xB0C0,0xB964,0xB965
708,0x005D,93,0,0,6,98,0xB100,0xB8DE,0xB922
709,0x005C,92,0,0,6,98,0xB140,0xB8DE,0xB8DF
710,0x005C,92,0,0,6,99,0xB180,0xB859,0xB89D
711,0x005C,92,0,0,6,99,0xB1C0,0xB859,0xB85A
712,0x005C,92,0,0,6,100,0xB200,0xB7D5,0xB817
713,0x005C,92,0,0,6,100,0xB240,0xB7D5,0xB7D5
714,0x005C,92,0,0,6,101,0xB280,0xB751,0xB794
715,0x005C,92,0,0,6,101,0xB2C0,0xB751,0xB752
716,0x005C,92,0,0,6,102,0xB300,0xB6CE,0xB710
717,0x005B,91,0,0,6,102,0xB340,0xB6CE,0xB6CF
718,0x005B,91,0,0,6,103,0xB380,0xB64C,0xB68E
719,0x005B,91,0,0,6,103,0xB3C0,0xB64C,0xB64D
720,0x005B,91,0,0,6,104,0xB400,0xB5CB,0xB60C
721,0x005B,91,0,0,6,104,0xB440,0xB5CB,0xB5CB
722,0x005B,91,0,0,6,105,0xB480,0xB54A,0xB58B
723,0x005B,91,0,0,6,105,0xB4C0,0xB54A,0xB54B
724,0x005B,91,0,0,6,106,0xB500,0xB4CA,0xB50B
725,0x005A,90,0,0,6,106,0xB540,0xB4CA,0xB4CA
726,0x005A,90,0,0,6,107,0xB580,0xB44B,0xB48A
727,0x005A,90,0,0,6,107,0xB5C0,0xB44B,0xB44B
728,0x005A,90,0,0,6,108,0xB600,0xB3CC,0xB40B
729,0x005A,90,0,0,6,108,0xB640,0xB3CC,0xB3CD
730,0x005A,90,0,0,6,109,0xB680,0xB34E,0xB38D
731,0x005A,90,0,0,6,109,0xB6C0,0xB34E,0xB34F
732,0x005A,90,0,0,6,110,0xB700,0xB2D1,0xB310
733,0x0059,89,0,0,6,110,0xB740,0xB2D1,0xB2D1
734,0x0059,89,0,0,6,111,0xB780,0xB254,0xB293
735,0x0059,89,0,0,6,111,0xB7C0,0xB254,0xB255
736,0x0059,89,0,0,6,112,0xB800,0xB1D8,0xB217
737,0x0059,89,0,0,6,112,0xB840,0xB1D8,0xB1D9
738,0x0059,89,0,0,6,113,0xB880,0xB15D,0xB19B
739,0x0059,89,0,0,6,113,0xB8C0,0xB15D,0xB15E
740,0x0059,89,0,0,6,114,0xB900,0xB0E3,0xB120
741,0x0058,88,0,0,6,114,0xB940,0xB0E3,0xB0E3
742,0x0058,88,0,0,6,115,0xB980,0xB069,0xB0A6
743,0x0058,88,0,0,6,115,0xB9C0,0xB069,0xB069
744,0x0058,88,0,0,6,116,0xBA00,0xAFF0,0xB02C
745,0x0058,88,0,0,6,116,0xBA40,0xAFF0,0xAFF0
746,0x0058,88,0,0,6,117,0xBA80,0xAF77,0xAFB3
747,0x0058,88,0,0,6,117,0xBAC0,0xAF77,0xAF77
748,0x0058,88,0,0,6,118,0xBB00,0xAEFF,0xAF3B
749,0x0057,87,0,0,6,118,0xBB40,0xAEFF,0xAEFF
750,0x0057,87,0,0,6,119,0xBB80,0xAE88,0xAEC4
751,0x0057,87,0,0,6,119,0xBBC0,0xAE88,0xAE88
752,0x0057,87,0,0,6,120,0xBC00,0xAE11,0xAE4D
753,0x0057,87,0,0,6,120,0xBC40,0xAE11,0xAE11
754,0x0057,87,0,0,6,121,0xBC80,0xAD9B,0xADD7
755,0x0057,87,0,0,6,121,0xBCC0,0xAD9B,0xAD9B
756,0x0057,87,0,0,6,122,0xBD00,0xAD26,0xAD60
757,0x0057,87,0,0,6,122,0xBD40,0xAD26,0xAD26
758,0x0056,86,0,0,6,123,0xBD80,0xACB1,0xACEB
759,0x0056,86,0,0,6,123,0xBDC0,0xACB1,0xACB1
760,0x0056,86,0,0,6,124,0xBE00,0xAC3D,0xAC77
761,0x0056,86,0,0,6,124,0xBE40,0xAC3D,0xAC3D
762,0x0056,86,0,0,6,125,0xBE80,0xABC9,0xAC03
763,0x0056,86,0,0,6,125,0xBEC0,0xABC9,0xABC9
764,0x0056,86,0,0,6,126,0xBF00,0xAB56,0xAB90
765,0x0056,86,0,0,6,126,0xBF40,0xAB56,0xAB57
766,0x0056,86,0,0,6,127,0xBF80,0xAAE4,0xAB1D
767,0x0055,85,0,0,6,127,0xBFC0,0xAAE4,0xAAE4
768,0x0055,85,0,0,6,128,0xC000,0xAA72,0xAAAB
769,0x0055,85,0,0,6,128,0xC040,0xAA72,0xAA72
770,0x0055,85,0,0,6,129,0xC080,0xAA01,0xAA3A
771,0x0055,85,0,0,6,129,0xC0C0,0xAA01,0xAA01
772,0x0055,85,0,0,6,130,0xC100,0xA990,0xA9C9
773,0x0055,85,0,0,6,130,0xC140,0xA990,0xA991
774,0x0055,85,0,0,6,131,0xC180,0xA920,0xA959
775,0x0055,85,0,0,6,131,0xC1C0,0xA920,0xA921
776,0x0054,84,0,0,6,132,0xC200,0xA8B1,0xA8E8
777,0x0054,84,0,0,6,132,0xC240,0xA8B1,0xA8B1
778,0x0054,84,0,0,6,133,0xC280,0xA842,0xA879
779,0x0054,84,0,0,6,133,0xC2C0,0xA842,0xA842
780,0x0054,84,0,0,6,134,0xC300,0xA7D3,0xA80B
781,0x0054,84,0,0,6,134,0xC340,0xA7D3,0xA7D4
782,0x0054,84,0,0,6,135,0xC380,0xA766,0xA79D
783,0x0054,84,0,0,6,135,0xC3C0,0xA766,0xA766
784,0x0054,84,0,0,6,136,0xC400,0xA6F8,0xA730
785,0x0053,83,0,0,6,136,0xC440,0xA6F8,0xA6F9
786,0x0053,83,0,0,6,137,0xC480,0xA68C,0xA6C3
787,0x0053,83,0,0,6,137,0xC4C0,0xA68C,0xA68C
788,0x0053,83,0,0,6,138,0xC500,0xA620,0xA657
789,0x0053,83,0,0,6,138,0xC540,0xA620,0xA620
790,0x0053,83,0,0,6,139,0xC580,0xA5B4,0xA5EA
791,0x0053,83,0,0,6,139,0xC5C0,0xA5B4,0xA5B5
792,0x0053,83,0,0,6,140,0xC600,0xA549,0xA57F
793,0x0053,83,0,0,6,140,0xC640,0xA549,0xA54A
